product_id,imt_id,name,brand,price,price_no_discount,discount_pct,rating,reviews_count,subject_id,supplier_rating,sizes,colors,category_query,page,collected_at,description,composition,color,gender,country,care,ai_summary,reviews_text
317365905,540182817,Viora Короткое Y2K платье вечернее,Viora,1604.0,6128.0,74,4.8,5751,69,4.8,"40, 42, 44, 46, 48, 50, 52, 54, 56, 38",черный,платье вечернее,1,2026-06-13T22:12:06.268456,,,,,,,,
507972916,928555219,ALURA store Платье вечернее корсетное с разрезом в пол,ALURA store,5695.0,20000.0,72,4.9,284,69,4.8,"40, 42, 44, 46","красный, коричневый",платье вечернее,1,2026-06-13T22:12:06.268456,"Шикарное женское платье от Alura — это нарядное решение для особых событий. Оно идеально подходит как на вечернее торжество, так и для повседневного выхода. Модель выполнена из легкого материала в стиле комбинация шелковое, что придает образу нежное сияние и изысканный блеск.

Длинное макси исполнение с разрезом по ноге подчеркивает фигуру и добавляет праздничное настроение. Корсетное оформление с декоративной шнуровкой по спине или бокам красиво акцентирует талию, создавая утягивающий эффект и эффектный вид с корсетом. Платье на бретельках или тонких лямках-завязках позволяет регулировать посадку по плечам и спине, а открытая спина и квадратный вырез делают силуэт женственным, милым и стильным.

Такой наряд прекрасно смотрится как классическое или свадебное платье, а также в варианте с шлейфом, трапеция или бальное расклешенное исполнение. Он подходит для весенне-летнего сезона 2026 года. Легкое и воздушное, оно гармонично впишется в модную коллекцию.

Платье подойдет для женщин любых размеров. Оно уместно для молодежи, девочек или подростков — как молодежное, так и более классическое решение. Элегантное однотонное исполнение и аккуратный крой подчеркивают изысканность.

Это универсальная одежда для разных случаев: на свадьбу, для подружек невесты, юбилей, 8 марта, вечеринку, праздник, день рождения, выпускной, фотосессию или даже романтический выход в ресторан. Для весенних мероприятий 2026 года это платье станет отличным выбором для женщин.

Элегантное летнее платье без рукавов отлично подойдет для отдыха и пляжных прогулок. В бельевом стиле из шелка с чашками формирует красивую линию груди. Свободного кроя юбка трапеция красиво драпируется, уходя ниже колена или до пола, а облегающее исполнение подчеркивает фигуру.",шелк 90%; вискоза 10%,бордовый; бургунди; вишня; марсала,Женский,Киргизия,гладить на низкой температуре; деликатная стирка,,
939770149,570536628,Miss Brand Платье праздничное вечернее длинное,Miss Brand,3999.0,18000.0,78,4.9,62,69,4.7,"46, 44, 42, 48",белый,платье вечернее,1,2026-06-13T22:12:06.268456,"Создайте незабываемый образ на важном торжестве с этим шикарным нарядом! Это красивое вечернее платье идеально подходит для весеннего праздника, такого как новый год или выпускной. Элегантное решение для женщин, которые ценят стиль и комфорт. Наряд подчеркнет вашу индивидуальность и станет отличным подарком для подруги или сестры.Обтягивающая модель с длинными рукавами отлично сидит на фигуре, а приталенное кроение добавляет изящества. Невесты могут выбрать это бальное платье для своего особенного дня, а девушки — для корпоративов и других мероприятий. Оно создаст идеальный образ для танцев и фотосессий.Сочетая в себе элементы классического стиля и современные тенденции моды, этот наряд идеально подойдет как для летних вечеринок, так и осенних торжеств. Вы будете выглядеть неотразимо на каждом балу или дискотеке!Платье в футляр обеспечивает максимальный комфорт при движении, что делает его отличным вариантом не только для праздников, но и для театра. Высокие девушки будут чувствовать себя великолепно в этом наряде, а невысоким оно также подходит благодаря удачному крою.Это весеннее платье — то, что нужно каждой девушке в гардеробе! Подарите себе или своим близким возможность блистать на любом событии. С таким стильным нарядом вы всегда будете в центре внимания! Не упустите шанс сделать свой день особенным и запоминающимся!Независимо от повода — будь то последний звонок или свадьба — этот вариант станет вашей любимой одеждой на долгие годы. Выберите его сегодня и наслаждайтесь моментом! Длина доступно в вариантах миди и макси, что позволяет выбрать подходящий стиль для разного рода мероприятий. Дизайн: платье имеет а-силуэт, который подчеркивает фигуру, создавая изысканный и элегантный образ. короткий прозрачные рукава из органзы добавляют легкости и воздушности, делая образ еще более женственным. Привлекательные завязки на спине и корсетные талии обеспечивают идеальную посадку и комфорт.",полиэстер,белый,Женский,Киргизия,стирка при t не более 30°C,,
432434427,205372210,Nely look Платье длинное с драпировкой без рукавов,Nely look,2880.0,5000.0,42,4.9,439,69,4.8,"46, 42, 48, 40",коричневый,платье вечернее,1,2026-06-13T22:12:06.268456,"Элегантное вечернее платье без рукавов с драпировкой - идеальный выбор для особых моментов. Длинное женское платье, обтягивающее фигуру, создано для того, чтобы подчеркнуть вашу красоту и изящество. Это стильное платье идеально подойдет как для вечерних мероприятий, так и для летних вечеров.

 Благодаря своему утонченному дизайну, оно является прекрасным вечерним нарядом на свадьбу или другие праздничные случаи. 

Позвольте себе заблестеть и чувствовать себя уверенно в этом женском платье, которое идеально сочетает в себе элегантность и стиль.",94% Вискоза 6% Эластан,коричневый; шоколадный,Женский,Киргизия,,,
939765955,570536628,Miss Brand Платье вечернее с кружевом,Miss Brand,3703.0,18000.0,79,4.9,46,69,4.7,"42, 44",бежевый,платье вечернее,1,2026-06-13T22:12:06.268456,"Это стильное платье миди с V-образным вырезом и короткими рукавами станет идеальным выбором для вечерних мероприятий, новогодних праздников или офисного дресс-кода. Модель выполнена из дышащего материала с гладкой фактурой, который обеспечивает комфорт и корректирующий эффект. Декоративные элементы в виде кружев и гороха придают платью изысканный вид. Благодаря облегающему покрою и черному цвету, платье подчеркнет вашу фигуру и создаст элегантный образ.",полиэстер; эластан,айвори,Женский,Киргизия,стирка при t не более 30°C,,"Достоинства:Отличное платье за свою цену, не подошёл размер ||| Достоинства:Очень красивое платье и качество хорошее🩷 ||| Достоинства:Красивое , села по фигуре,смотрится эффектно"
1000703735,1133680794,IVUSHKA Платье летнее на бретелях,IVUSHKA,4186.0,10000.0,58,4.7,6,69,4.8,"42, 44, 46",синий,платье вечернее,1,2026-06-13T22:12:06.268456,"Элегантное женское платье из 100% хлопка - это идеальный выбор для тех, кто ценит комфорт, удобство и стиль. Модель выполнена из натуральной мягкой ткани, которая приятно ощущается на теле, хорошо пропускает воздух, обеспечивает ощущение легкости и комфорта на протяжении всего дня. Легкое, дышащее платье идеально подходит как для прогулок, так и для повседневной носки, отдыха, работы или поездок. Платье универсально и отлично смотрится как с обувью на плоской подошве, так и с каблуками. Крой платья не сковывает движений, подходит для любой фигуры и дарит максимальный комфорт при носке. Эта модель станет отличным дополнением гардероба и подойдет для любого случая: прогулки на свежем воздухе, похода в кафе, поездки за город, отпуска, отдыха на даче, романтического свидания или встречи с друзьями. Также платье отлично смотрится с различными аксессуарами - сумками, ремнями, шляпами и украшениями, помогая создать стильный и гармоничный образ. Это платье станет прекрасным выбором как для дома, так и для выхода на улицу. Незаменимый вариант для тех, кто ищет удобное, практичное, но при этом красивое и модное платье.",100% хлопок,синий,Женский,Россия,бережная стирка при 30 С; деликатный отжим,,"Достоинства:Платье хорошее,ткань тонкая не жаркая,хлопок. Отказ только потому что в груди велико, на большую грудь будет красиво Брала домой примерить думала может дочери подойдёт,но нет( ||| Добрый день! Благодарим Вас за то, что высоко оценили качество нашего изделия. Носите с удовольствием! Мы будем рады видеть Вас в числе наших постоянных покупателей. С уважением, команда IVUSHKA!
ещё ||| Дарья,добрый день! Как нам приятно получать такие отзывы от покупателей! Большое спасибо, что поделились впечатлениями от покупки, очень рады, что Вам все понравилось! Носите с удовольствием и ждем вас снова! С уважением, команда IVUSHKA!
ещё ||| Достоинства:Платье супер! 😍Пошив. Фасон. Цвет.
Комментарий:Не жарко в нем 👌 ||| Качество афигенное спасибо!!!!!"
694506145,1591723673,NOVOCH Платье бюстье с длинным рукавом летнее,NOVOCH,1186.0,4000.0,70,4.8,2443,69,4.7,"46, 44, 42",розовый,платье вечернее,1,2026-06-13T22:12:06.268456,"Элегантное платье с бюстье станет прекрасным дополнением к любому гардеробу. Его стильный дизайн идеально подходит для различных мероприятий: от повседневной носки до романтических вечеров и праздников. Эта модель выполнена из легкого и приятного на ощупь материала, что обеспечивает комфорт в любое время года.

Классический силуэт подчеркивает женственные линии фигуры, а рукава фонарики добавляет нотку игривости. Шнуровка на спине не только украшает образ, но и позволяет регулировать посадку, обеспечивая идеальную форму. Нежный цвет айвори придает наряду свежесть и легкость, делая его подходящим как для весны, так и для летнего сезона.

Изготовленное из натуральных тканей, это изделие отличается дышащими свойствами и прекрасно подходит для теплых дней у моря или прогулок по парку. Модель обладает миди длиной, что делает ее универсальной для сочетания с различными аксессуарами.

Стильное решение подойдет как для молодых девушек, так и для женщин всех возрастов. Это вещь станет отличным выбором для выпускного вечера или юбилея, где важна элегантность и утонченность стиля. Изделие также может стать удачным вариантом наряда для вечерних мероприятий или театра.

Образ можно дополнить пиджаком или ветровкой на случай прохладного вечера. Платье будет отлично смотреться как с обувью на каблуке, так и со стильными сандалиями, создавая гармоничный комплект для любого повода.

Данная модель идеально подойдет тем, кто ценит комфорт без потери стиля. Эстетичное исполнение позволяет легко комбинировать платье с различными элементами гардероба: от спортивного до более классического стиля.

Выбирая данное изделие, вы получите не просто одежду – вы приобретаете уверенность в своем образе каждый день! Это прекрасная возможность добавить изюминку в ваш гардероб и подчеркнуть свою индивидуальность. Платье станет вашим верным спутником как в городских условиях, так и во время отдыха на пляже.","95% Полиэстер, 5% Спандекс",розовый,Женский,,,,
282050243,1023699366,3666 Brand Элегантное платье длинное с драпировкой и разрезом,3666 Brand,1889.0,7000.0,73,4.9,1234,69,4.8,"42, 46",коричневый,платье вечернее,1,2026-06-13T22:12:06.268456,,,,,,,,
421298195,439680091,Fenix Flame Платье сетка,Fenix Flame,5288.0,12115.0,56,4.9,733,69,4.8,"40, 42, 44, 48",красный,платье вечернее,1,2026-06-13T22:12:06.268456,"Уважаемые девушки! Если у вас присутствует аллергия на парфюм, настоятельно просим не заказывать платье, так как в подарок мы кладём ароматическое саше. Платье на бретелях, выполненное из премиальных материалов. Платье сетка длинное в стиле у2к, y2k или готическое подойдет на выпускной 9 и 11 класс, вечеринку и Новый год. Скимс. Тренд пинтерест 2025, 2024. Платье рыбка праздничное, вечернее и нарядное с драпировкой и со складками. Винное или черно-красное оригинальное с длиной макси обтягивающее и облегающее.","Верх: 100% полиамид, Подклад: 95% хлопок, 5% эластан",бордовый,Женский,,стирка при t не более 30°C,,
574291506,588591487,BAWOMEN Платье с корсетом праздничное вечернее,BAWOMEN,4097.0,8000.0,49,4.7,248,69,4.7,"38, 40, 42, 44, 46, 48",черный,платье вечернее,1,2026-06-13T22:12:06.268456,"Элегантное женское платье корсет вечернее — утягивающее и стильное, идеально подчеркивает фигуру. Универсально подходит для офиса, учебы, свиданий, вечеринок и вечерних торжественных выходов. Создайте эффектный образ с изысканным корсетным платьем трансформер, которое всегда в тренде!
Утягивающее платье с корсетом, минус 5 см с талии гарантировано! 
Модель выполнена из плотной ткани, благодаря корсету и съемному подъюбнику коктейльное платье легко адаптируется под разные образы: от строгого делового до эффектного вечернего платья. 
Это нарядное платье с воланом сочетает в себе стиль и комфорт.
Манжеты и воротник добавляют образу утонченности и делают его подходящим как для повседневных выходов, так и для особых случаев, платье на корпоратив. 
Вы можете носить его как платье женское офисное, а также как вечернее платье для праздников. 
Пышное платье имеет современный корсетный крой с рюшами, который визуально вытягивает силуэт и подчеркивает женственность.
Создайте свой стиль с нашим платьем женским утягивающим — универсальной моделью, которая станет вашей любимой основой для стильных образов.
Закажите платье корсет черное вечернее прямо сейчас и почувствуйте уверенность и элегантность в каждой детали!","Полиэстер - 70% , вискоза- 25%, эластан- 5%",черный,Женский,Киргизия,стирка при t не более 30°C,,"Недостатки:Ну что-то не то ||| Спасибо за ваш отзыв! Нам очень приятно, что вы выбрали нас 🙌 ||| Очень приятно читать такие отзывы, спасибо! ||| Заказал платье для девушки — приехало всё в пятнах. При осмотре на ПВЗ сотрудники подтвердили, что это брак. Сразу вернул. Две звезды за испорченные ожидания. ||| Достоинства:Идеально сидит.Размер в размер.хорошая ткань.удачная модель."
