product_id,imt_id,name,brand,price,price_no_discount,discount_pct,rating,reviews_count,subject_id,supplier_rating,sizes,colors,category_query,page,collected_at,description,composition,color,gender,country,care,ai_summary,reviews_text
214960980,276087375,Stark Cotton Футболка хлопок набор 3 шт,Stark Cotton,866.0,4999.0,83,4.9,276013,192,4.9,"50, 48, 46, 44","красный, серый, синий",футболка женская,2,2026-06-14T03:45:07.680972,"Удобный и практичный набор мужских футболок из хлопка (3шт) — отличное решение для повседневной одежды, занятий спортом или стиля на каждый день. Материал состоит из 100% хлопка, что обеспечивает приятное ощущение на теле, мягкость и позволяет коже дышать независимо от сезона. Отличная плотность ткани 145 г/м² делает вещь прочной, но при этом она не утяжеляет и сохраняет комфорт даже после многочисленных стирок.

Однотонный крой выглядит современно и лаконично — это база, пригодная к любому случаю: офис, тренировка, повседневная прогулка, отдых или даже деловой стиль. Универсальность позволит сочетать такие футболки с джинсами, брюками, шортами или спортивными вещами. Стильный дизайн без лишних деталей допускает использование как среди молодых мужчин, так и среди взрослых, подростков, юношей.

Каждая штука в наборе создана с учетом современных модных направлений и ориентирована на требовательных покупателей, ценящих качество, комфорт и долговечность. Прямой и широкий крой отлично подойдет для тех, кто предпочитает свободу движений, а также актуален для высоких, невысоких и даже для поклонников стиля оверсайз. Классический вариант, когда у одежды нет принта или рисунка, пригоден для любых случаев жизни, а также больше подойдет для весеннего, летнего, осеннего и даже зимнего гардероба.
 Такой подарок подчеркнет заботу и внимание, ведь базовые вещи всегда востребованы и полезны. Футболки демонстрируют хороший баланс между стильным внешним видом, простотой, функциональностью и долговечностью. Создание такого современного гардероба возможно именно с удобного набора классических базовых вещей. Используются только надежные технологии изготовления, что обеспечивает достойное качество и аккуратную обработку всех швов.",хлопок 100%,темно-синий; бордовый; серый,Мужской,Узбекистан,деликатная стирка; отбеливание запрещено; стирка при t не более 30°C,"Покупатели обращают внимание на то, что футболки отличаются хорошим качеством, удобством и приятной ценой, соответствуют заявленному размеру, изготовлены из приятного материала и хорошо сидят на теле.","Достоинства:👍👍👍 ||| Добрый день! Спасибо за отзыв и за то, что выбрали именно наш товар. Рады, что товар оказался для Вас полезным! Будем рады видеть вас снова!
ещё ||| Швы ровные,ткань хорошая ||| Добрый день! Мы глубоко ценим вашу поддержку и благодарим за отзыв. Очень приятно, что продукт Вам понравился! Хорошего дня!
ещё ||| Достоинства:Насыщенный цвет
Недостатки:Не плотные"
413379348,2327134229,SOQ WAY Футболка оверсайз с надписью Любовь Есть жизнь,SOQ WAY,599.0,738.0,19,4.8,26850,192,4.8,"44, 46, 48, 50, 52, 54, 1",черный,футболка женская,2,2026-06-14T03:45:07.680972,"ВАЖНО: На модели размер 2XL при обычном S. Для посадки как на модели берите на 2-3 размера больше вашего обычного, а для более классической, приталенной и облегающей ваш обычный размер.
Женская футболка оверсайз - идеальный подарок женщине на Новый год и 8 марта, стильный вариант в качестве повседневной одежды, идеальный для беременных, кормящих мам. 
Удлиненная женская футболка оверсайз от VINTAGE CUSTOM STUDIO это круглогодичный тренд 2026 года и комфорт в одной модели. Свободная и длинная женская футболка с принтом из 100% мягкого плотного хлопка 200 грамм приятна на коже, дышит и сохраняет форму даже после многократных стирок, что особенно важно при повседневном использовании. Широкая посадка особо актуальна для девочек подростков, поэтому это отличный подарок для вашей дочери или сестры.
Белая футболка оверсайз с принтом имеет удлиненный рукав широкий, и подойдёт для занятий спортом, пилатесом, йогой или танцами. Благодаря спущенному плечу, свободному крою и мягкому материалу, эта футболка для беременных не стесняет движения и станет универсальным подарком беременной женщине или жене, а также будущим мамам.
Базовую футболку нарядную легко сочетать с любыми стилями: она отлично впишется в качестве официальной одежды в офисном и деловом стиле под пиджак, брюки или юбку. Хлопковая футболка удобна для подростков в школу или на физкультуру, в качестве одежды на работу или на праздник, фотосессию в стиле фэмили лук, family-look, и даже как парная футболка.
Модная надпись и рисунок точно обрадует как незаменимый подарок для мамы, подруги и коллеги на Новый год и День рождения.",100% хлопок,черный,Женский,,отбеливание запрещено; стирка при t не более 30°C; гладить с изнанки,,"Достоинства:Запах
Недостатки:Нету ||| Думала,что надпись будет крупнее, но все равно все понравилось. 😊 ||| Недостатки:Наклейка размазана, пришлось отказаться. Очень ждали футболку. Продавец отдал на продажу - очень неприятно было. Должны были указать ""брак"" в карточке товара ||| Недостатки:Картинка не соответствует"
551427500,1591012398,Фосфор Футболка оверсайз больших размеров удлиненная принт сакура,Фосфор,734.0,3786.0,81,4.8,9144,192,4.9,"58-60, 52-54, 48-50, 44-46, 56-58, 40-42",белый,футболка женская,2,2026-06-14T03:45:07.680972,"Футболка оверсайз с красивым принтом цветов сакуры представлена в широком размерном ряде, в том числе в больших размерах. Удлиненная и свободного кроя выполнена из плотного, полностью натурального 100% хлопка. Ткань мягкая, хорошо пропускает воздух и не вызывает раздражения, поэтому изделие остаётся комфортным даже при длительной носке. Оверсайз покрой, круглый вырез горловины, приспущенное плечо и широкие рукава создают удобную посадку и подходят для самых разных фигур.

Белая основа и нарядная расцветка легко сочетается с большинством вещей, а принт добавляет образу романтичности. Свободный фасон обеспечивает удобство и свободу движений, создавая современный и ненавязчивый стиль.

Принт впечатан в трикотажное полотно красками. Рисунок мягкий, гибкий и эластичный. Покрытие очень стойкое: не тускнеет, не размывается и сохраняет свои свойства даже после регулярных стирок и активного использования. Изюминка модели — светящийся принт, который проявляется в темноте и под ультрафиолетом, создавая впечатляющий визуальный эффект. Чтобы рисунок засветился, достаточно недолго подержать футболку рядом с источником света.

Ткань качества компакт пенье - дышащий, натуральный материал премиум качества, плотность 190г. Остается гладким и сохраняет внешний вид долгое время. Ткань не просвечивает и держит форму. В футболке комфортно в жаркую летнюю погоду. 

Уход за изделием максимально простой: можно стирать в машине при температуре до 30 °C, а гладить рекомендуется по изнанке, используя тонкую защитную ткань. Отбеливатели применять нельзя. Материал из хлопка отлично держит форму, не теряет плотность и остаётся ярким даже после регулярных стирок.

Линейка размеров представлена в широком диапазоне, включая большие размеры, поэтому модель подойдёт обладателям любой фигуры. Футболка гармонично смотрится как в повседневных дневных образах, так и в более расслабленных вечерних сетах. Отличный выбор для тех, кто ценит комфорт, высокое качество и выразительные детали одежды.",хлопок,белый,Женский,Россия,стирка при t не более 30°C; гладить с изнанки; отбеливание запрещено,"Покупатели обращают внимание на то, что футболка отличается плотным материалом, красивым принтом сакуры, удобством и комфортом в носке, соответствием размеру и качественным пошивом.","Достоинства:Все подошло
Комментарий:Очень красиво смотрится ||| Достоинства:Футболка понравилась, ткань плотная, будет хорошо держать форму. Рекомендую👏👏👏 ||| Супер! Спасибо продавцу! ||| Качество отличное.Фасон не мой ||| Добрый день, Зоя! Огромное спасибо за покупку и высокую оценку! 🌟Мы искренне рады, что вам всё понравилось — ваше доверие мотивирует нас делать вещи ещё лучше 💕Откройте для себя яркие акценты с нашими бордовой (арт. 759779033) и розовой (арт. 759790243) футболками скимс. Эти насыщенные оттенки отлично подходят для тех, кто хочет добавить яркости в повседневный образ. Они идеально сочетаются с джинсами, шортами или спортивными леггинсами, а благодаря качественному хлопку вам будет комфортно весь день. Подойдут как для прогулок, так и для активного отдыха или встреч с друзьями. С уважением, команда FOSFOR! ❄️
ещё"
33174509,609686440,UZcotton Футболка розовая базовая прямого кроя однотонная,UZcotton,339.0,890.0,62,4.9,179931,192,4.9,"56-58, 60-62, 48-50, 46-48, 44-46, 50-52, 52-54, 64-66, 68-70, 42-44",розовый,футболка женская,2,2026-06-14T03:45:07.680972,"Женская футболка розового цвета UzCotton — это воплощение комфорта и стиля в каждой детали. Однотонная женская футболка станет отличным базовым элементом в любом гардеробе. Она изготовлена из 100% хлопка, плотностью 180 г/м². Мягкая ткань из гребенной пряжи, не только приятна к телу, но и пропускает воздух и позволяет телу дышать.

Практичность этой футболки поражает — она одинаково хорошо подходит как для занятий спортом, так и для повседневной носки. В ней комфортно работать и отдыхать, гулять по городу или заниматься домашними делами. Универсальность модели позволяет носить её в любое время года.
Широкий размерный ряд и разнообразная цветовая палитра делают футболку доступной для женщин и подростков с любым типом фигуры, любого возраста. Прямой крой, округлый вырез создают элегантный силуэт, а усиленные швы и горловина гарантируют длительный срок службы изделия. Удлинённая модель обеспечивает дополнительный комфорт при носке. Для более свободной посадки рекомендуем брать на 1-2 размера больше. Модель идет на рост 164 см.",100% хлопок; плотность 180 г/м2; пенье,розовый; бледно-розовый; светло-розовый; нежный розовый; мягкий розовый,Женский,Узбекистан,бережная стирка при t не более 40С; машинная сушка запрещена,,
617799730,274895466,JustLike Футболка базовая в стиле скимс облегающая,JustLike,599.0,1400.0,57,4.9,21677,192,4.9,38-42,белый,футболка женская,2,2026-06-14T03:45:07.680972,"Стильная утягивающая футболка в стиле скимс — идеальный выбор для модных и активных девушек, девочек подростков и женщин. Обтягивающая слим футболка идеальна не только для всесезонной носки, но и для летних жарких дней, занятий спортом, йогой или танцами.
Базовая однотонная футболка скинни с коротким рукавом прекрасно подойдет для повседневной носки, дома, офиса или даже для активных тренировок и бега. Приталенный крой и облегающий фасон придают ей современный и модный вид.",хлопок 95%; Эластан 5%; Турецкий трикотаж,белый,Женский,Россия,стирка при t не более 30°C,,
143268776,197228958,Happyfox Футболка оверсайз тай-дай детская хлопковая,Happyfox,492.0,1282.0,62,4.9,5591,192,4.9,"128-134, 134-140, 140-146, 146-152, 152-158, 158-164","розовый, фиолетовый, голубой, желтый",футболка женская,2,2026-06-14T03:45:07.680972,"Детская футболка оверсайз с принтом тай-дай привлекает внимание яркими переливами цвета и эффектным рисунком. Летняя футболка для девочки выполнена из лёгкого хлопкового трикотажа, обеспечивает максимальный комфорт и идеально подойдёт для прогулок, спорта и активного отдыха. Подростковая футболка смотрится стильно, добавляет динамики образу и подчёркивает индивидуальность. Футболка с короткими рукавами отлично подходит для ежедневных образов.
Преимущества:
— футболка для детей и подростков выполнена из 100% натурального хлопка, трикотаж кулирная гладь (145 г/м²) — мягкий, дышащий и приятный к телу;
— стильный и стойкий принт делает футболку яркой и запоминающейся;
— свободный крой оверсайз обеспечивает комфорт и свободу движений.
Трикотажная футболка с рисунком тай дай станет отличным вариантом на лето, с ней получатся крутые спортивные образы.",хлопок 100%; Кулирная гладь,розовый; голубой; фиолетовый; желтый,Девочки,Россия,стирка при t не более 30°C; гладить с изнанки; деликатный отжим,,
969384053,2042773395,CHIP Футболка летучая мышь с широкими рукавами y2k с принтом,CHIP,803.0,1000.0,20,4.9,739,192,4.9,"40-42, 44-46, 46-48",белый,футболка женская,2,2026-06-14T03:45:07.680972,"Женская облегающая футболка с рукавами летучая мышь — это стильный и удобный элемент гардероба для весны и лета. Этот базовый топ поло идеально подойдет для создания как повседневных, так и спортивных образов. Свободный крой и рукава в стиле летучая мышь дарят максимальный комфорт и свободу движений, делая эту майка облегающая универсальной для девушек разных типов фигуры, включая те, кто предпочитает одежду больших размеров.
Футболка оверсайз выполнена из качественного трикотажа, приятного к телу и дышащего — отличное решение для активного отдыха, фитнеса, прогулок и даже дома. Ее можно носить как самостоятельный элемент одежды, так и сочетать с другими вещами. Укороченный крой и стильная посадка добавляют этому топу модный эстетичные акцент. Идеально подходит для сочетания с джинсами, шортами, юбками или спортивными леггинсами. Принт polo на футболке добавляет выразительности и индивидуальности, отражая тренды 2000-х и популярную эстетику Pinterest и Y2K.
Преимущества: футболка слим нарядная легко вписывается в повседневный стиль, подойдет для школы, работы или отдыха, а также для спортивных тренировок. Модель утягивающая, обтягивающая доступна в различных размерах, в том числе для женщин с большими размерами. Стильная приталенная и удобная вещи, которая будет актуальна как для молодежных, так и для более зрелых дам.
Станьте центром внимания с этой стильной и универсальной футболкой в стиле sk8, скимс skims , багги, downtown, swag, корейской моды и винтажа. Подарок себе комфорт и стиль style каждый день!
old money пинтерест pinterest collection Аниме K-girl sk8 hip-hop 2000е Indie sleaze TikTok Никифилини model off duty y2k Casual street style McBling
Clean edgy girl aesthetic Model off-duty Skater Urban fashion Punk-inspired Grunge Baddie minimal Graphic tee
Skinny skims гранж рок swag opium Кэжуал ретро vintage альт 90х streetwear аниме готика панк хип-хоп",хлопок; 100%,белый,Женский,Россия,,"Покупатели замечают, что футболка отличается отличным качеством, приятной тканью, красивым принтом, удобством и соответствует размерной сетке.","Добрый день, Анастасия! Спасибо за отзыв! Ваша обратная связь помогает нашему бренду становиться лучше. Будем рады видеть Вас в числе наших постоянных покупателей! Подписывайся на наш магазин - сердечко в правом верхнем углу.
ещё ||| Здравствуйте! Спасибо за выбор нашего магазина. Мы рады, что товар Вам понравился. Будем рады видеть Вас в числе наших постоянных покупателей! Подписывайся на наш магазин - сердечко в правом верхнем углу.
ещё ||| Достоинства:Дочке понравилось ||| Здравствуйте, Лала! Спасибо за выбор нашего магазина. Мы рады, что товар Вам понравился. Подписывайся на наш магазин CHIP - сердечко в правом верхнем углу. Так Вы точно не пропустите выгодные предложения и новинки от нашего бренда.
ещё ||| Достоинства:Приятная к телу, рисунок смотрится намного лучше, чем на фото.
Комментарий:На 42 размер взяли S(42-44), получилась свободная. Можно было на размер меньше брать. На рост 158,длина идеальная, не короткая и не длинная."
1029096217,2437442821,ТВОЕ Футболка хлопковая с надписью,ТВОЕ,642.0,1499.0,57,4.7,24,192,4.8,"42, 44, 46, 48",белый,футболка женская,2,2026-06-14T03:45:07.680972,"Изящная женская футболка от бренда ТВОЕ задаёт тон летнему сезону 2026 года — это гармоничное сочетание спортивного духа, молодёжного стиля и повседневного комфорта для женщин и подростков. Белый цвет модели выглядит свежо и благородно: он подходит разным цветотипам, легко комбинируется с любыми оттенками и фактурами, визуально освежая образ. Синяя надпись на передней части и каёмка по краю рукавов создают ненавязчивый, но заметный акцент — лаконичный дизайн вписывается в кэжуал‑эстетику и подчёркивает свободный стиль своей обладательницы.

Прямой крой — ключевое преимущество модели. Он не сковывает движений, подходит для разных типов фигуры и создаёт сбалансированный силуэт, который легко вписать в самые разные образы. Футболка выполнена из натурального хлопка высокого качества: материал «дышит», отводит влагу, не вызывает дискомфорта в жару и приятен к телу. Ткань устойчива к износу — она не скатывается, сохраняет цвет после стирок и не вытягивается в местах повышенной нагрузки.

Универсальность модели раскрывается в её сочетаемости с разными элементами гардероба. Для спортивного стиля наденьте футболку с леггинсами и кроссовками — она отлично подойдёт для пробежек, йоги или тренировок в зале. В кэжуал‑образе сочетайте её с джинсами прямого кроя, шортами и кедами — получится расслабленный городской лук. На прогулке у воды дополните её льняной юбкой миди и сандалиями. Добавьте джинсовую куртку, худи или жилет — и образ станет ещё интереснее.

Выбирайте надёжность и стиль от ТВОЕ: пусть ваша одежда не только подчёркивает индивидуальность, но и дарит комфорт в каждом движении, делая лето по‑настоящему ярким и запоминающимся!",100% хлопок,белый,Женский,Россия,стирать изнанкой наружу; деликатный отжим,"Многие покупатели хвалят футболку за приятную ткань, хорошее качество, красивый принт, удобство и соответствие размеру.","Достоинства:Все
Комментарий:Классная, качественная ||| очень симпатичная.)) ||| Достоинства:Доставка быстрая,ткань тоненькая,цвет нежно голубой ,мне понравилась,на мои параметры ОГ 89 ОТ 75 я заказала 50 р. ,футболка не в облепон,чуть чуть свободна,я так и хотела, спасибо большое продавцу к покупке рекомендую ||| Достоинства:Красивая🌟 ||| Достоинства:Футболка хорошего качества, материал приятный к телу. Смотрится стильно, можно носить с шортами или юбкой."
160162899,141100551,Футболка однотонная набор,,654.0,2650.0,75,4.9,145,192,4.8,"46-48, 48-50, 50-52",белый,футболка женская,2,2026-06-14T03:45:07.680972,"Этот набор однотонных футболок включает в себя комплект из 3 штук! Изготовлена из высококачественного материала, придает мягкость, пропускает воздух, гарантирует ей долговечность и стойкость к стирке. Доступна в больших размерах для мужчин и подростков. Лучший выбор от повседневных походов в офис, в зал, в спортивные мероприятия до отдыха дома. Выполнена с использованием современного оборудования из натуральной мягкой 100% хлопковой ткани и имеет плотность 140 гр/м2. Унисекс майка с коротким рукавом прямого кроя не вызывает аллергические реакции. Будьте уверены, Вы гарантированно сэкономите не только деньги, но и Ваше время. Рекомендуем брать на размер больше если предпочитаете свободную посадку оверсайз. Закажите сегодня и ощутите максимальный комфорт и стиль!",хлопок 100%,белый,Мужской,Узбекистан,стирка при t не более 30С; химическая чистка запрещена,"Покупатели обращают внимание на то, что футболки имеют аккуратный пошив, хорошее качество, плотную ткань и приятную цену.",Недостатки:После стирки стали широкими( и короткими( ||| Достоинства:👍👍👍👍👍 ||| Достоинства:Хорошие футболки!
234355647,210847341,CHELEBI/Челеби-Текстиль Футболка в рубчик приталенная с кнопками,CHELEBI/Челеби-Текстиль,719.0,1998.0,64,4.9,41432,192,4.9,"44-46, 48-50, 42-44, 46-48, 50-52",черный,футболка женская,2,2026-06-14T03:45:07.680972,"Белая футболка в рубчик женская хлопок с глубоким вырезом – станет любимой базовой одеждой в Вашем гардеробе!
Облегающая приталенная футболка женская - выполнена из трикотажной хлопковой ткани премиум класса - кашкорсе. Ткань в мелкий рубчик очень приятна к телу, эластичная и дышащая. Благодаря небольшому добавлению лайкры в составе, трикотажная кофта в рубчик с коротким рукавом деликатно облегает фигуру, хорошо держит форму, не вытягивается и не скатывается. 
Футболка однотонного цвета с коротким втачным рукавом. V-образный вырез горловины кофточки обработан бейкой из основного полотна. На уровне груди расположены металлические заклепки (кнопки).
Футболка лапша женская эластичная правильной длины: не сковывает телодвижения. С ней можно создать разнообразные стильные образы. Футболку женскую в рубчик удобно заправлять в брюки или носить навыпуск. 
Однотонная футболка летняя с коротким рукавом для девочек подростков станет самой любимой в жаркое время года на пляж, на прогулку и встречу с друзьями.
Ткань не мнется и не просвечивает при этом подчеркивает все достоинства фигуры. Дополнив футболочку женскую нарядную модными аксессуарами, получится праздничный образ на свидание или на вечеринку. 
Обтягивающую удлиненную футболку офисную можно носить под пиджак на работу в качестве деловой одежды.
Спортивная футболка с для фитнеса подойдет для занятий спортом.
Базовая домашняя футболка в рубчик из дышащей хлопковой ткани - идеальная одежда на каждый день для дома и дачи.",хлопок 95%; лайкра 5%,черный,Женский,Узбекистан,стирка при t не более 30°C; деликатная стирка,"Покупатели обращают внимание на то, что футболка сделана из приятной ткани, сидит отлично по фигуре, качественно прошита и соответствует размеру, а также имеет красивый цвет.",Достоинства:Хорошее качество
